Function	Module	Timer	DC accesses	DC misses	CPU clocks	Ret inst	DTLB L1M L2H	DTLB L1M L2M	L1 DTLB hit	DRAM accesses	Read req L3	L3 misses
Unknown Module (PID 7664)!0x2dda4a85	Unknown Module (PID 7664)	27	102	4	116	1307			823	1	12	
Unknown Module (PID 7664)!0x2dda529d	Unknown Module (PID 7664)	27	143	1	144	1266	4		981	2	2	
Unknown Module (PID 7664)!0x2dda5566	Unknown Module (PID 7664)	27	78	3	128	1258	27		735	1	9	1
Unknown Module (PID 7664)!0x2dda58a5	Unknown Module (PID 7664)	27	95		115	800			876	1	8	
Unknown Module (PID 7664)!0x2dda5b68	Unknown Module (PID 7664)	27	125	13	180	1572	15		1272	3	21	2
Unknown Module (PID 7664)!0x2dda6150	Unknown Module (PID 7664)	27	134	4	205	1374	2		1078		23	
Unknown Module (PID 7664)!0x2dda6163	Unknown Module (PID 7664)	27	125	6	129	1641	1		1045		16	
Unknown Module (PID 7664)!0x2dda6176	Unknown Module (PID 7664)	27	149	7	158	1534			1135	1	15	2
Unknown Module (PID 7664)!0x2dda6c45	Unknown Module (PID 7664)	27	118	1	144	1448	2	1	987	2	10	
Unknown Module (PID 7664)!0x2dda6f7b	Unknown Module (PID 7664)	27	151	3	200	1596	1		1364	3	9	
Unknown Module (PID 7664)!0x2dda7200	Unknown Module (PID 7664)	27	146	11	192	1590	2		1307	1	29	1
Unknown Module (PID 7664)!0x2dda79f5	Unknown Module (PID 7664)	27	136	2	160	1862			1174		5	
Unknown Module (PID 7664)!0x2dda85e2	Unknown Module (PID 7664)	27	136	1	193	1750	1		1208		18	
Unknown Module (PID 7664)!0x2dda9924	Unknown Module (PID 7664)	27	144	3	221	1909			1274		22	
Unknown Module (PID 7664)!0x2ddaa7b6	Unknown Module (PID 7664)	27	156	2	193	1836	1		1411	2	18	
Unknown Module (PID 7664)!0x2ddab00b	Unknown Module (PID 7664)	27	139	30	161	1232			1351	1	12	
Unknown Module (PID 7664)!0x2ddac049	Unknown Module (PID 7664)	27	109		106	2188			985	1	3	
Unknown Module (PID 7664)!0x2ddac0e2	Unknown Module (PID 7664)	27	100	1	98	1351	2		935	1	7	2
Unknown Module (PID 7664)!0x2ddac6bb	Unknown Module (PID 7664)	27	174	3	161	2097			1293	1	24	1
Unknown Module (PID 7664)!0x2ddadcd4	Unknown Module (PID 7664)	27	91	1	114	1437			579		13	1
Unknown Module (PID 7664)!0x2ddaf369	Unknown Module (PID 7664)	27	171	1	174	1842	1		1275		3	
Unknown Module (PID 7664)!0x2ddaf3fa	Unknown Module (PID 7664)	27	128		154	1217			977	3	1	
Unknown Module (PID 7664)!0x2ddaf402	Unknown Module (PID 7664)	27	101	1	134	1191			1260	3	8	
Unknown Module (PID 7664)!0x2ddb12f6	Unknown Module (PID 7664)	27	42	26	118	235	5	2	367	2	21	5
Unknown Module (PID 7664)!0x2ddb1ab5	Unknown Module (PID 7664)	27	160		195	2714	1		1198		7	1
Unknown Module (PID 7664)!0x2ddb2122	Unknown Module (PID 7664)	27	88		161	2568	1		727	1	4	
Unknown Module (PID 7664)!0x2ddb2136	Unknown Module (PID 7664)	27	150		225	7654	2		1148	1	4	1
Unknown Module (PID 7664)!0x2ddb2389	Unknown Module (PID 7664)	27	29	27	149	596	9		192	5	5	2
Unknown Module (PID 7664)!0x2ddb243b	Unknown Module (PID 7664)	27	2	1	110	2125			1		7	
Unknown Module (PID 7664)!0x2ddb40b8	Unknown Module (PID 7664)	27	78	1	137	579			1341	2	7	
Unknown Module (PID 7664)!0x2ddb5a62	Unknown Module (PID 7664)	27	91	2	109	1119			936	1	3	2
Unknown Module (PID 7664)!0x2ddb665c	Unknown Module (PID 7664)	27	91	1	133	1370	1		925		28	1
Unknown Module (PID 7664)!0x2ddb7649	Unknown Module (PID 7664)	27	41	35	185	411	7	2	445	4	17	3
Unknown Module (PID 7664)!0x2ddb8c8e	Unknown Module (PID 7664)	27	61		141	881			636	2	4	1
multiply_matrices_ijk_ikj_250_50(void)	OMPMul.exe	26	139	3	172	1892	4		1069	2	4	2
Unknown Module (PID 7664)!0x2dd9298a	Unknown Module (PID 7664)	26	20	97	132	335	57	2	181		43	1
Unknown Module (PID 7664)!0x2dd93381	Unknown Module (PID 7664)	26	99	2	126	1074	1		942		11	
Unknown Module (PID 7664)!0x2dd93661	Unknown Module (PID 7664)	26	136		166	1398			1145	1	14	
Unknown Module (PID 7664)!0x2dd9367c	Unknown Module (PID 7664)	26	118		148	994			901		11	
Unknown Module (PID 7664)!0x2dd93698	Unknown Module (PID 7664)	26	102	4	115	1057			781		9	
Unknown Module (PID 7664)!0x2dd941e9	Unknown Module (PID 7664)	26	64	20	110	734		1	647	2	5	
Unknown Module (PID 7664)!0x2dd94335	Unknown Module (PID 7664)	26	6	12	145	57	7	28	57	2	12	
Unknown Module (PID 7664)!0x2dd94531	Unknown Module (PID 7664)	26	138		152	1279			1127	2	15	1
Unknown Module (PID 7664)!0x2dd9453f	Unknown Module (PID 7664)	26	76	15	131	851		1	756	2	6	
Unknown Module (PID 7664)!0x2dd947c7	Unknown Module (PID 7664)	26	132	2	199	1539			1130	1	24	
Unknown Module (PID 7664)!0x2dd94d87	Unknown Module (PID 7664)	26	119		109	1135	1		789		13	1
Unknown Module (PID 7664)!0x2dd94df9	Unknown Module (PID 7664)	26	98		101	992			798	1	15	
Unknown Module (PID 7664)!0x2dd94f71	Unknown Module (PID 7664)	26	10	18	181	61	4	1	104		10	
Unknown Module (PID 7664)!0x2dd95793	Unknown Module (PID 7664)	26	8	11	120	27	4	13	40		10	
Unknown Module (PID 7664)!0x2dd95efd	Unknown Module (PID 7664)	26	101	2	157	1262	1		937	18	12	7
Unknown Module (PID 7664)!0x2dd961a2	Unknown Module (PID 7664)	26	103	1	144	1351			837	14	7	3
Unknown Module (PID 7664)!0x2dd96357	Unknown Module (PID 7664)	26	4	12	182	50	2	15	24		12	
Unknown Module (PID 7664)!0x2dda0cdc	Unknown Module (PID 7664)	26	72	4	152	1147	2		649	1	20	1
Unknown Module (PID 7664)!0x2dda26b2	Unknown Module (PID 7664)	26	88	1	110	1039			815		15	
Unknown Module (PID 7664)!0x2dda2941	Unknown Module (PID 7664)	26	99	1	128	1138	1		814		12	
Unknown Module (PID 7664)!0x2dda2e33	Unknown Module (PID 7664)	26	71		97	952			682		5	
Unknown Module (PID 7664)!0x2dda3758	Unknown Module (PID 7664)	26	120	1	148	1566			1066	1	22	
Unknown Module (PID 7664)!0x2dda3ce1	Unknown Module (PID 7664)	26	102	2	152	1513			1031	1	14	
Unknown Module (PID 7664)!0x2dda3f02	Unknown Module (PID 7664)	26	80	1	107	1087	1		780	2	2	
Unknown Module (PID 7664)!0x2dda41ea	Unknown Module (PID 7664)	26	116	6	170	1647	6		889	1	4	1
Unknown Module (PID 7664)!0x2dda47db	Unknown Module (PID 7664)	26	127	1	152	1581	3		1043	1	15	1
Unknown Module (PID 7664)!0x2dda4a8b	Unknown Module (PID 7664)	26	108	1	139	1466			970	2	16	
Unknown Module (PID 7664)!0x2dda4a97	Unknown Module (PID 7664)	26	133	2	174	2063			1305	2	27	1
Unknown Module (PID 7664)!0x2dda4cb7	Unknown Module (PID 7664)	26	118	6	130	1397	2		983	1	5	
Unknown Module (PID 7664)!0x2dda4ce1	Unknown Module (PID 7664)	26	120	1	110	1076			1036		6	
Unknown Module (PID 7664)!0x2dda4f83	Unknown Module (PID 7664)	26	93	1	125	1354	1		958		3	1
Unknown Module (PID 7664)!0x2dda4fc1	Unknown Module (PID 7664)	26	93	4	144	1179	2		857		2	
Unknown Module (PID 7664)!0x2dda5284	Unknown Module (PID 7664)	26	152	16	171	1876	1		1123	1	9	
Unknown Module (PID 7664)!0x2dda5292	Unknown Module (PID 7664)	26	125	3	145	1878	2		906		5	
Unknown Module (PID 7664)!0x2dda5bbc	Unknown Module (PID 7664)	26	89	3	96	1206			684		16	
Unknown Module (PID 7664)!0x2dda5e41	Unknown Module (PID 7664)	26	107	3	153	1416			1040	1	14	
Unknown Module (PID 7664)!0x2dda5e44	Unknown Module (PID 7664)	26	113	1	136	1382			948	2	21	1
Unknown Module (PID 7664)!0x2dda5e50	Unknown Module (PID 7664)	26	114	4	164	1705	7		1167	2	15	1
Unknown Module (PID 7664)!0x2dda5e5b	Unknown Module (PID 7664)	26	149	3	244	2131	7		1397		16	1
Unknown Module (PID 7664)!0x2dda616e	Unknown Module (PID 7664)	26	135	13	152	1814	6		1106	3	18	
Unknown Module (PID 7664)!0x2dda617c	Unknown Module (PID 7664)	26	123	13	172	1939			1067	1	25	
Unknown Module (PID 7664)!0x2dda6463	Unknown Module (PID 7664)	26	108	1	134	1329	1		1011		13	
Unknown Module (PID 7664)!0x2dda6471	Unknown Module (PID 7664)	26	120		134	1426			962		13	
Unknown Module (PID 7664)!0x2dda647c	Unknown Module (PID 7664)	26	150	10	195	1582			1156		21	1
Unknown Module (PID 7664)!0x2dda7218	Unknown Module (PID 7664)	26	160	13	155	1816	14		1449	3	16	1
Unknown Module (PID 7664)!0x2dda77a2	Unknown Module (PID 7664)	26	148	1	145	1619			1143	2	13	1
Unknown Module (PID 7664)!0x2dda79cf	Unknown Module (PID 7664)	26	143	4	180	2013	1		1170	1	5	
Unknown Module (PID 7664)!0x2dda79e2	Unknown Module (PID 7664)	26	130	1	169	1910	1		1245	2	9	
Unknown Module (PID 7664)!0x2dda7d01	Unknown Module (PID 7664)	26	146	3	151	1188			1058	1	17	
Unknown Module (PID 7664)!0x2dda8d9b	Unknown Module (PID 7664)	26	191	12	223	2826	1		1766	4	9	
Unknown Module (PID 7664)!0x2dda9340	Unknown Module (PID 7664)	26	150	1	177	1933	23		1271		2	1
Unknown Module (PID 7664)!0x2dda9652	Unknown Module (PID 7664)	26	162	4	160	1938	2		1454	4	20	
Unknown Module (PID 7664)!0x2dda9685	Unknown Module (PID 7664)	26	161	5	204	1757	14		1303	2	20	
Unknown Module (PID 7664)!0x2dda96ab	Unknown Module (PID 7664)	26	161	6	182	2018	2		1501	3	22	
Unknown Module (PID 7664)!0x2dda9976	Unknown Module (PID 7664)	26	136	1	220	2250			1437		32	
Unknown Module (PID 7664)!0x2dda9c51	Unknown Module (PID 7664)	26	219	1	210	2181	1		1481	1	30	
Unknown Module (PID 7664)!0x2ddaafd6	Unknown Module (PID 7664)	26	133	1	160	1361			1110		13	
Unknown Module (PID 7664)!0x2ddaaff2	Unknown Module (PID 7664)	26	146	17	126	1083	1		1193	2	14	
Unknown Module (PID 7664)!0x2ddac06a	Unknown Module (PID 7664)	26	66		98	1242			796	3	5	
Unknown Module (PID 7664)!0x2ddac0da	Unknown Module (PID 7664)	26	104	1	130	2288	1		705		4	
Unknown Module (PID 7664)!0x2ddac0ec	Unknown Module (PID 7664)	26	120		110	873			1079	2	1	
Unknown Module (PID 7664)!0x2ddac0f6	Unknown Module (PID 7664)	26	119	2	128	1141			1221		3	
Unknown Module (PID 7664)!0x2ddace09	Unknown Module (PID 7664)	26	41	21	129	900	15		331	2	4	2
Unknown Module (PID 7664)!0x2ddad46c	Unknown Module (PID 7664)	26	118	4	86	766			769	2	4	
Unknown Module (PID 7664)!0x2ddaf412	Unknown Module (PID 7664)	26	87		155	1395			755	4	2	
Unknown Module (PID 7664)!0x2ddaf416	Unknown Module (PID 7664)	26	148	2	156	2338			1543	1	6	
Unknown Module (PID 7664)!0x2ddaf42b	Unknown Module (PID 7664)	26	132	2	154	2244			1435	2	3	1
Unknown Module (PID 7664)!0x2ddb0419	Unknown Module (PID 7664)	26	57	7	189	991	7		632	5	3	3
Unknown Module (PID 7664)!0x2ddb0aad	Unknown Module (PID 7664)	26	103	2	79	1030			770	1	8	
Unknown Module (PID 7664)!0x2ddb1e2c	Unknown Module (PID 7664)	26	154	4	213	4519			1161		3	1
Unknown Module (PID 7664)!0x2ddb1e42	Unknown Module (PID 7664)	26	4		183	654			16	2	3	
Unknown Module (PID 7664)!0x2ddb240c	Unknown Module (PID 7664)	26	119	1	120	1863			911		4	
Unknown Module (PID 7664)!0x2ddb40c2	Unknown Module (PID 7664)	26	8	1	169	2544					5	
Unknown Module (PID 7664)!0x2ddb40c6	Unknown Module (PID 7664)	26	173	1	168	475			1587	2	4	
Unknown Module (PID 7664)!0x2ddb4916	Unknown Module (PID 7664)	26	37	38	186	371	8		481	8	19	6
Unknown Module (PID 7664)!0x2ddb4c58	Unknown Module (PID 7664)	26	97	12	104	1324	2		1019		6	
Unknown Module (PID 7664)!0x2ddb5a98	Unknown Module (PID 7664)	26	115		104	1427			1109	1	1	1
Unknown Module (PID 7664)!0x2ddb6d5f	Unknown Module (PID 7664)	26	99	3	132	1887			795	1	2	
Unknown Module (PID 7664)!0x2dd9308b	Unknown Module (PID 7664)	25	27	24	126	461		1	442		12	1
Unknown Module (PID 7664)!0x2dd9323f	Unknown Module (PID 7664)	25	15	82	170	233	36	12	172		54	
Unknown Module (PID 7664)!0x2dd933d7	Unknown Module (PID 7664)	25	122	3	143	1114		1	957	1	13	
Unknown Module (PID 7664)!0x2dd93923	Unknown Module (PID 7664)	25	124	3	125	1363			933		10	
Unknown Module (PID 7664)!0x2dd93e31	Unknown Module (PID 7664)	25	8	28	116	116	7	8	102		11	
Unknown Module (PID 7664)!0x2dd94055	Unknown Module (PID 7664)	25	2	13	121	49	4	17	39	1	15	
Unknown Module (PID 7664)!0x2dd9420f	Unknown Module (PID 7664)	25	68	10	133	837	1	1	712	2	5	
Unknown Module (PID 7664)!0x2dd9481f	Unknown Module (PID 7664)	25	95	17	176	1049		2	841	1	1	1
Unknown Module (PID 7664)!0x2dd94d69	Unknown Module (PID 7664)	25	75	13	158	786			625	2	7	1
Unknown Module (PID 7664)!0x2dd950b1	Unknown Module (PID 7664)	25	113	1	118	1324			1000	2	11	1
Unknown Module (PID 7664)!0x2dd95a30	Unknown Module (PID 7664)	25	3	9	149	29		33	43	3	41	
Unknown Module (PID 7664)!0x2dd95a84	Unknown Module (PID 7664)	25	1	19	137	46	1	10	38		16	
Unknown Module (PID 7664)!0x2dd95d10	Unknown Module (PID 7664)	25	4	6	132	27	1	35	33		44	
Unknown Module (PID 7664)!0x2dd95d31	Unknown Module (PID 7664)	25	5	9	151	26	1	7	70	1	14	1
Unknown Module (PID 7664)!0x2dd95d42	Unknown Module (PID 7664)	25	4	17	127	41	3	15	38	1	11	
Unknown Module (PID 7664)!0x2dd95ee3	Unknown Module (PID 7664)	25	91	3	140	1234			892	17	13	5
Unknown Module (PID 7664)!0x2dd9645b	Unknown Module (PID 7664)	25	84	6	120	1135			795	14	12	7
Unknown Module (PID 7664)!0x2dd964bd	Unknown Module (PID 7664)	25	138	1	208	1742			1217	20	20	14
Unknown Module (PID 7664)!0x2dd9dfdf	Unknown Module (PID 7664)	25	91	2	125	1357			966	1	1	1
Unknown Module (PID 7664)!0x2dda20b8	Unknown Module (PID 7664)	25	102	5	108	1385			980	3	19	
Unknown Module (PID 7664)!0x2dda3161	Unknown Module (PID 7664)	25	111	13	103	1137			896		8	
Unknown Module (PID 7664)!0x2dda3458	Unknown Module (PID 7664)	25	117	1	150	1681	1		1077		23	
Unknown Module (PID 7664)!0x2dda3717	Unknown Module (PID 7664)	25	83	2	109	876			621		11	
Unknown Module (PID 7664)!0x2dda3a2b	Unknown Module (PID 7664)	25	111		116	1244			887	2	15	1
Unknown Module (PID 7664)!0x2dda3caf	Unknown Module (PID 7664)	25	91	1	86	771			737	1	17	
Unknown Module (PID 7664)!0x2dda44cc	Unknown Module (PID 7664)	25	115	9	179	1592	1		1151	5	23	
Unknown Module (PID 7664)!0x2dda44d5	Unknown Module (PID 7664)	25	118	14	140	1328			1000	2	28	
Unknown Module (PID 7664)!0x2dda4c9f	Unknown Module (PID 7664)	25	96	1	121	1426	1		865	1	2	
Unknown Module (PID 7664)!0x2dda4cc5	Unknown Module (PID 7664)	25	109	3	137	1191	2		864	1	3	
Unknown Module (PID 7664)!0x2dda4f86	Unknown Module (PID 7664)	25	102		104	1368	1		924	2	3	
Unknown Module (PID 7664)!0x2dda4fbb	Unknown Module (PID 7664)	25	123	8	155	1676			1041	3	3	1
Unknown Module (PID 7664)!0x2dda5273	Unknown Module (PID 7664)	25	107	4	151	1371			808	2	3	
Unknown Module (PID 7664)!0x2dda527f	Unknown Module (PID 7664)	25	91	4	150	1009	2		961	2	6	
Unknown Module (PID 7664)!0x2dda556f	Unknown Module (PID 7664)	25	117	6	192	1506	1	1	931	1	5	1
Unknown Module (PID 7664)!0x2dda69d3	Unknown Module (PID 7664)	25	85	1	120	1187			935		14	
Unknown Module (PID 7664)!0x2dda69df	Unknown Module (PID 7664)	25	114	2	126	1373			992		23	
Unknown Module (PID 7664)!0x2dda6c65	Unknown Module (PID 7664)	25	104		139	1472	26		865		4	1
Unknown Module (PID 7664)!0x2dda6f03	Unknown Module (PID 7664)	25	104	7	153	1717	1		969	1	9	
Unknown Module (PID 7664)!0x2dda7780	Unknown Module (PID 7664)	25	105	1	133	1405			1082	1	21	
Unknown Module (PID 7664)!0x2dda801b	Unknown Module (PID 7664)	25	140	5	163	1351			1073	1	19	
Unknown Module (PID 7664)!0x2dda8594	Unknown Module (PID 7664)	25	126	2	161	1672	1		1162	1	24	1
Unknown Module (PID 7664)!0x2dda88e6	Unknown Module (PID 7664)	25	132		191	1772	1		1174	2	24	
Unknown Module (PID 7664)!0x2dda8d63	Unknown Module (PID 7664)	25	174	2	189	1958	2	1	1401	5	9	1
Unknown Module (PID 7664)!0x2dda8ddf	Unknown Module (PID 7664)	25	69	2	94	1354			788		2	1
Unknown Module (PID 7664)!0x2dda908b	Unknown Module (PID 7664)	25	196	12	206	1619	2		1604	1	7	
Unknown Module (PID 7664)!0x2ddaa7b3	Unknown Module (PID 7664)	25	149	2	193	1850	1		1460	3	19	1
Unknown Module (PID 7664)!0x2ddab5e6	Unknown Module (PID 7664)	25	216	10	251	2499	1		1856	1	39	
Unknown Module (PID 7664)!0x2ddab606	Unknown Module (PID 7664)	25	173	4	227	2311	1	1	1514	2	24	
Unknown Module (PID 7664)!0x2ddac6e0	Unknown Module (PID 7664)	25	59	2	143	1786	2		387		19	1
Unknown Module (PID 7664)!0x2ddad6d9	Unknown Module (PID 7664)	25	121	16	191	1826	3		1134	2	9	
Unknown Module (PID 7664)!0x2ddaf394	Unknown Module (PID 7664)	25	122		126	1134			832	1	5	
Unknown Module (PID 7664)!0x2ddafa00	Unknown Module (PID 7664)	25	51	2	206	2156	1		397	1	14	1
Unknown Module (PID 7664)!0x2ddb1b5b	Unknown Module (PID 7664)	25	39	6	72	401	1	2	266	14	10	4
Unknown Module (PID 7664)!0x2ddb1d83	Unknown Module (PID 7664)	25		1	155	49	1		2	1	3	
Unknown Module (PID 7664)!0x2ddb211f	Unknown Module (PID 7664)	25	124		175	3805	2		817		3	1
Unknown Module (PID 7664)!0x2ddb2426	Unknown Module (PID 7664)	25	128	1	95	722	1		1044		16	
Unknown Module (PID 7664)!0x2ddb4044	Unknown Module (PID 7664)	25	33		115	130	1		578		4	
Unknown Module (PID 7664)!0x2ddb40b2	Unknown Module (PID 7664)	25	107	1	170	989			960		1	
Unknown Module (PID 7664)!0x2ddb4c31	Unknown Module (PID 7664)	25	98	3	106	1261			830		18	
Unknown Module (PID 7664)!0x2ddb5a5a	Unknown Module (PID 7664)	25	119		144	2003	1		746	1	4	
Unknown Module (PID 7664)!0x2ddb62e1	Unknown Module (PID 7664)	25	147	2	161	1632			1187	2	17	1
Unknown Module (PID 7664)!0x2ddb6303	Unknown Module (PID 7664)	25	178	6	164	2180	1		1393		14	
Unknown Module (PID 7664)!0x2ddb6b2b	Unknown Module (PID 7664)	25	38	7	122	574	1	2	356	19	7	
Unknown Module (PID 7664)!0x2ddb7359	Unknown Module (PID 7664)	25	82	9	155	1604	5		621	3	9	1
Unknown Module (PID 7664)!0x2dd92c41	Unknown Module (PID 7664)	24	23	122	157	346	48	2	206	1	61	
Unknown Module (PID 7664)!0x2dd92f81	Unknown Module (PID 7664)	24	6	63	115	224	30	6	159		57	
Unknown Module (PID 7664)!0x2dd93250	Unknown Module (PID 7664)	24	26	92	169	244	43	7	181		47	
Unknown Module (PID 7664)!0x2dd93405	Unknown Module (PID 7664)	24	96	4	96	1116	1		753	1	16	
Unknown Module (PID 7664)!0x2dd934ec	Unknown Module (PID 7664)	24	14	89	194	216	26	22	171	2	48	1
Unknown Module (PID 7664)!0x2dd9392f	Unknown Module (PID 7664)	24	107	2	162	1267			941		12	
Unknown Module (PID 7664)!0x2dd939df	Unknown Module (PID 7664)	24	74		107	1140			775		10	
Unknown Module (PID 7664)!0x2dd944ef	Unknown Module (PID 7664)	24	70	10	159	1000		1	809	1	3	
Unknown Module (PID 7664)!0x2dd9450f	Unknown Module (PID 7664)	24	84	2	137	1242			922	1	22	
Unknown Module (PID 7664)!0x2dd94922	Unknown Module (PID 7664)	24	2	28	116	54	3	10	47		18	
Unknown Module (PID 7664)!0x2dd94994	Unknown Module (PID 7664)	24	5	12	121	26	2	15	43		7	
Unknown Module (PID 7664)!0x2dd94ddf	Unknown Module (PID 7664)	24	73	8	130	704		2	607		7	1
Unknown Module (PID 7664)!0x2dd950d9	Unknown Module (PID 7664)	24	100	4	139	1306			942	3	25	
Unknown Module (PID 7664)!0x2dd95dc7	Unknown Module (PID 7664)	24	6	6	135	22		33	43		52	
Unknown Module (PID 7664)!0x2dd95ed5	Unknown Module (PID 7664)	24	85	2	103	1015			668	14	17	7
Unknown Module (PID 7664)!0x2dd95f0b	Unknown Module (PID 7664)	24	79	1	151	891			718	16	10	7
Unknown Module (PID 7664)!0x2dd96033	Unknown Module (PID 7664)	24	4	12	162	41	1	14	38	1	8	
Unknown Module (PID 7664)!0x2dd96175	Unknown Module (PID 7664)	24	93		140	1024			680	22	9	4
Unknown Module (PID 7664)!0x2dd96604	Unknown Module (PID 7664)	24	4	10	231	42	2	16	43		11	1
Unknown Module (PID 7664)!0x2dd96654	Unknown Module (PID 7664)	24	5	11	198	38	2	4	34		24	
Unknown Module (PID 7664)!0x2dd9fc50	Unknown Module (PID 7664)	24	123	1	125	1533	1		1261	1	20	
Unknown Module (PID 7664)!0x2dda06fb	Unknown Module (PID 7664)	24	64	5	111	762			505	5	5	
Unknown Module (PID 7664)!0x2dda0a2d	Unknown Module (PID 7664)	24	130	3	107	1252			1142		15	
Unknown Module (PID 7664)!0x2dda1aaa	Unknown Module (PID 7664)	24	73	1	113	847			646		1	
Unknown Module (PID 7664)!0x2dda1add	Unknown Module (PID 7664)	24	123	3	166	1723	4		1056	2	5	
Unknown Module (PID 7664)!0x2dda1d8b	Unknown Module (PID 7664)	24	81	20	109	1229	1		710	2	10	
Unknown Module (PID 7664)!0x2dda26a6	Unknown Module (PID 7664)	24	83	4	75	814			574		5	
Unknown Module (PID 7664)!0x2dda2b8d	Unknown Module (PID 7664)	24	121	2	171	1763	3		1196	1	5	1
Unknown Module (PID 7664)!0x2dda3167	Unknown Module (PID 7664)	24	124	6	139	1495	1		1151		16	
Unknown Module (PID 7664)!0x2dda3420	Unknown Module (PID 7664)	24	91	14	135	1236	2		756	1	13	
Unknown Module (PID 7664)!0x2dda3a52	Unknown Module (PID 7664)	24	96	2	132	1363			920		17	
Unknown Module (PID 7664)!0x2dda3ca0	Unknown Module (PID 7664)	24	60	2	83	926			616		13	1
Unknown Module (PID 7664)!0x2dda3eef	Unknown Module (PID 7664)	24	76	5	117	1136	3		738		7	
Unknown Module (PID 7664)!0x2dda41db	Unknown Module (PID 7664)	24	103	19	175	1256		1	845	3	7	2
Unknown Module (PID 7664)!0x2dda44d0	Unknown Module (PID 7664)	24	97	1	140	1104	2		1022		21	
Unknown Module (PID 7664)!0x2dda4c96	Unknown Module (PID 7664)	24	73		111	1485	43		711	3	1	
Unknown Module (PID 7664)!0x2dda52c1	Unknown Module (PID 7664)	24	86	4	129	1854			720		1	
Unknown Module (PID 7664)!0x2dda5595	Unknown Module (PID 7664)	24	120	2	131	1340	1		910		6	1
Unknown Module (PID 7664)!0x2dda55b1	Unknown Module (PID 7664)	24	112	2	134	1252	1		783		5	1
Unknown Module (PID 7664)!0x2dda55db	Unknown Module (PID 7664)	24	134	2	184	1457			1289		8	
Unknown Module (PID 7664)!0x2dda5880	Unknown Module (PID 7664)	24	115	2	129	1646			981		8	
Unknown Module (PID 7664)!0x2dda588b	Unknown Module (PID 7664)	24	132	35	140	925			1101	2	8	
Unknown Module (PID 7664)!0x2dda5b41	Unknown Module (PID 7664)	24	104	7	128	1404	1		866	1	22	1
Unknown Module (PID 7664)!0x2dda6450	Unknown Module (PID 7664)	24	125	2	163	1325	3	1	1115	2	18	
Unknown Module (PID 7664)!0x2dda6771	Unknown Module (PID 7664)	24	105		117	1370	1		767		3	
Unknown Module (PID 7664)!0x2dda6a00	Unknown Module (PID 7664)	24	113	3	109	1211			825	1	12	
Unknown Module (PID 7664)!0x2dda6c32	Unknown Module (PID 7664)	24	115		114	1439	2		1140		5	1
Unknown Module (PID 7664)!0x2dda6c61	Unknown Module (PID 7664)	24	150	1	124	1606	2		1216	2	4	
Unknown Module (PID 7664)!0x2dda7246	Unknown Module (PID 7664)	24	111	2	164	1498	1		1027		27	1
Unknown Module (PID 7664)!0x2dda77ad	Unknown Module (PID 7664)	24	148	4	209	1750			1295	2	24	
Unknown Module (PID 7664)!0x2dda79c0	Unknown Module (PID 7664)	24	135	4	161	1974	1		1212		7	1
Unknown Module (PID 7664)!0x2dda860c	Unknown Module (PID 7664)	24	84	2	63	934			565		8	
Unknown Module (PID 7664)!0x2dda9050	Unknown Module (PID 7664)	24	143	12	226	2568			1354	1	6	
Unknown Module (PID 7664)!0x2ddace92	Unknown Module (PID 7664)	24	112	2	154	1862	1		1099	2	2	
Unknown Module (PID 7664)!0x2ddb240f	Unknown Module (PID 7664)	24	128	2	150	1561	2		503	2	7	
